brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
80052.0,for_sale,499900.0,5.0,3.0,0.19,1313361.0,East Providence,Rhode Island,2916.0,1507.0,2020-10-27
81672.0,for_sale,479900.0,3.0,3.0,0.11,1619864.0,Warwick,Rhode Island,2889.0,1582.0,
99220.0,for_sale,449900.0,3.0,3.0,0.14,1628788.0,Cumberland,Rhode Island,2864.0,2208.0,2011-04-15
77327.0,for_sale,274900.0,1.0,1.0,,187525.0,Cranston,Rhode Island,2905.0,848.0,2018-06-11
78958.0,for_sale,425000.0,4.0,3.0,0.41,202731.0,North Providence,Rhode Island,2904.0,1644.0,2001-12-21
78166.0,for_sale,569900.0,3.0,3.0,0.19,598779.0,Bristol,Rhode Island,2809.0,2217.0,2007-08-10
53267.0,for_sale,275000.0,4.0,1.0,0.07,115941.0,Providence,Rhode Island,2909.0,1300.0,2016-06-16
19716.0,for_sale,949000.0,4.0,3.0,0.34,1033323.0,Bristol,Rhode Island,2809.0,3518.0,
80052.0,for_sale,1350000.0,4.0,4.0,3.93,1273796.0,Cumberland,Rhode Island,2864.0,3190.0,2015-06-18
82310.0,for_sale,349900.0,3.0,1.0,0.23,21567.0,Warwick,Rhode Island,2886.0,1044.0,
44716.0,for_sale,349000.0,2.0,2.0,0.24,271001.0,Cranston,Rhode Island,2920.0,962.0,
61191.0,for_sale,399900.0,3.0,3.0,0.07,381664.0,Warwick,Rhode Island,2886.0,1600.0,
61191.0,for_sale,399900.0,3.0,3.0,0.07,317207.0,Warwick,Rhode Island,2886.0,1600.0,
105309.0,for_sale,139900.0,3.0,1.0,0.14,470736.0,Glocester,Rhode Island,2814.0,1200.0,2004-09-02
82585.0,for_sale,137800.0,2.0,1.0,0.15,519738.0,Warwick,Rhode Island,2889.0,628.0,
4355.0,for_sale,265000.0,4.0,2.0,0.09,114179.0,Pawtucket,Rhode Island,2860.0,1237.0,2006-05-30
22654.0,for_sale,539000.0,2.0,1.0,0.12,501206.0,Warwick,Rhode Island,2886.0,1414.0,
55677.0,for_sale,799000.0,5.0,3.0,0.23,329306.0,Cranston,Rhode Island,2905.0,8868.0,
85655.0,for_sale,539900.0,4.0,3.0,1.07,1001900.0,East Greenwich,Rhode Island,2818.0,3094.0,
11500.0,for_sale,289900.0,2.0,2.0,,437183.0,Cranston,Rhode Island,2921.0,1428.0,
8048.0,for_sale,299900.0,3.0,2.0,0.4,1365891.0,Smithfield,Rhode Island,2828.0,1635.0,2020-12-29
61191.0,for_sale,549900.0,4.0,3.0,0.76,1425824.0,East Greenwich,Rhode Island,2818.0,2552.0,
107300.0,for_sale,469900.0,3.0,3.0,1.16,792789.0,Johnston,Rhode Island,2919.0,1768.0,2005-01-14
85368.0,for_sale,184900.0,2.0,1.0,,1207541.0,North Attleboro,Massachusetts,2760.0,759.0,2005-09-16
51130.0,for_sale,375000.0,3.0,2.0,0.18,732527.0,North Providence,Rhode Island,2911.0,922.0,2016-06-27
3037.0,for_sale,289000.0,3.0,2.0,0.16,1137642.0,Johnston,Rhode Island,2919.0,1164.0,
52607.0,for_sale,229900.0,3.0,1.0,0.1,1619926.0,Providence,Rhode Island,2909.0,1045.0,2009-11-23
81672.0,for_sale,375000.0,3.0,3.0,0.24,1751630.0,West Warwick,Rhode Island,2893.0,1456.0,
81032.0,for_sale,450000.0,6.0,3.0,0.23,1053091.0,North Providence,Rhode Island,2911.0,3200.0,
78958.0,for_sale,324900.0,2.0,3.0,0.16,1643405.0,Providence,Rhode Island,2908.0,1092.0,
22654.0,for_sale,974900.0,4.0,5.0,2.02,1670965.0,East Greenwich,Rhode Island,2818.0,3558.0,
108039.0,for_sale,399000.0,3.0,2.0,0.25,1449695.0,Warwick,Rhode Island,2889.0,1452.0,
62466.0,for_sale,69900.0,2.0,1.0,,1072691.0,East Providence,Rhode Island,2914.0,840.0,
83272.0,for_sale,315000.0,3.0,2.0,0.15,1670484.0,Coventry,Rhode Island,2816.0,1070.0,2015-11-02
97013.0,for_sale,365000.0,3.0,2.0,0.11,522921.0,Pawtucket,Rhode Island,2861.0,982.0,2016-06-06
69445.0,for_sale,365000.0,7.0,3.0,0.08,437187.0,Providence,Rhode Island,2904.0,4028.0,
84534.0,for_sale,325000.0,4.0,2.0,0.09,985776.0,Pawtucket,Rhode Island,2861.0,1008.0,1989-04-13
14887.0,for_sale,299900.0,3.0,1.0,0.13,684402.0,Pawtucket,Rhode Island,2861.0,950.0,2006-03-14
108039.0,for_sale,354900.0,4.0,2.0,0.13,847003.0,Johnston,Rhode Island,2919.0,2865.0,2016-10-03
22654.0,for_sale,325000.0,3.0,2.0,0.17,913900.0,Warwick,Rhode Island,2886.0,1411.0,
81032.0,for_sale,320000.0,4.0,2.0,0.11,378240.0,Providence,Rhode Island,2909.0,2784.0,
106606.0,for_sale,269900.0,2.0,1.0,,1452171.0,East Providence,Rhode Island,2915.0,850.0,
83577.0,for_sale,439900.0,3.0,2.0,0.31,794885.0,Johnston,Rhode Island,2919.0,1911.0,2016-09-27
85655.0,for_sale,359900.0,3.0,2.0,0.11,1751708.0,East Providence,Rhode Island,2915.0,1572.0,2013-10-15
106494.0,for_sale,285000.0,3.0,1.0,0.08,683952.0,East Providence,Rhode Island,2914.0,869.0,
106494.0,for_sale,419900.0,5.0,2.0,0.18,918270.0,North Providence,Rhode Island,2904.0,1326.0,2011-08-03
45068.0,for_sale,324900.0,2.0,1.0,0.19,600947.0,Warwick,Rhode Island,2886.0,853.0,2017-06-21
82022.0,for_sale,314900.0,3.0,2.0,0.31,793748.0,North Providence,Rhode Island,2911.0,1440.0,2019-03-29
91013.0,for_sale,499000.0,3.0,2.0,0.31,118876.0,Warwick,Rhode Island,2889.0,3518.0,
55677.0,for_sale,950000.0,4.0,5.0,52.86,47317.0,Foster,Rhode Island,2825.0,5410.0,
11500.0,for_sale,150000.0,1.0,1.0,0.07,598867.0,Johnston,Rhode Island,2919.0,882.0,2005-03-17
81677.0,for_sale,445000.0,3.0,3.0,11.9,157242.0,Killingly,Connecticut,6241.0,2100.0,2012-11-02
20699.0,for_sale,220000.0,2.0,2.0,,1759348.0,North Providence,Rhode Island,2904.0,1368.0,
66165.0,for_sale,309900.0,3.0,3.0,0.17,917130.0,West Warwick,Rhode Island,2893.0,1550.0,
81032.0,for_sale,200000.0,3.0,3.0,0.11,1569193.0,Pawtucket,Rhode Island,2861.0,3359.0,2021-03-31
19629.0,for_sale,275000.0,2.0,1.0,0.18,200263.0,West Warwick,Rhode Island,2893.0,1016.0,2018-08-17
88918.0,for_sale,550000.0,3.0,2.0,3.58,1709182.0,North Stonington,Connecticut,6359.0,2139.0,
53016.0,for_sale,199900.0,1.0,1.0,,1656811.0,Warwick,Rhode Island,2886.0,801.0,
77327.0,for_sale,450000.0,5.0,3.0,0.1,1120821.0,Providence,Rhode Island,2908.0,4856.0,
15852.0,for_sale,600000.0,3.0,2.0,0.21,114262.0,Pawtucket,Rhode Island,2861.0,1600.0,2019-06-14
16774.0,for_sale,425000.0,2.0,2.0,2.6,1025251.0,Richmond,Rhode Island,2832.0,1215.0,
78166.0,for_sale,339900.0,3.0,2.0,0.21,1244981.0,Warwick,Rhode Island,2888.0,1334.0,
99771.0,for_sale,299900.0,3.0,1.0,0.19,1033100.0,East Providence,Rhode Island,2915.0,1126.0,2014-07-01
8883.0,for_sale,459000.0,7.0,2.0,0.11,792908.0,Providence,Rhode Island,2904.0,4832.0,2014-04-02
66165.0,for_sale,2500000.0,5.0,5.0,0.9,893458.0,North Kingstown,Rhode Island,2852.0,5179.0,
54138.0,for_sale,385000.0,3.0,1.0,0.92,196897.0,Richmond,Rhode Island,2892.0,1290.0,2015-06-08
9937.0,for_sale,455900.0,4.0,3.0,0.34,842455.0,North Attleboro,Massachusetts,2760.0,1170.0,1988-08-01
19533.0,for_sale,399900.0,3.0,2.0,0.38,113941.0,Johnston,Rhode Island,2919.0,1434.0,2010-04-23
52607.0,for_sale,264900.0,2.0,1.0,0.11,1708444.0,Cranston,Rhode Island,2910.0,985.0,2017-05-30
66165.0,for_sale,335000.0,3.0,2.0,0.19,1671649.0,East Providence,Rhode Island,2915.0,1326.0,2019-07-22
85368.0,for_sale,449000.0,6.0,3.0,0.09,1407104.0,Providence,Rhode Island,2908.0,4339.0,2008-08-28
22647.0,for_sale,269900.0,5.0,3.0,0.11,595214.0,Smithfield,Rhode Island,2917.0,3177.0,
78723.0,for_sale,320000.0,3.0,2.0,0.1,482370.0,Providence,Rhode Island,2909.0,1032.0,1995-06-20
79048.0,for_sale,329900.0,3.0,2.0,0.23,1826566.0,Woonsocket,Rhode Island,2895.0,1120.0,2016-09-21
109167.0,for_sale,425000.0,3.0,2.0,0.18,1620269.0,Warwick,Rhode Island,2889.0,1422.0,
19580.0,for_sale,459900.0,4.0,3.0,0.18,1616744.0,North Providence,Rhode Island,2904.0,1474.0,2009-10-29
85655.0,for_sale,115000.0,1.0,1.0,0.07,1774194.0,Warwick,Rhode Island,2889.0,436.0,
81338.0,for_sale,199000.0,3.0,1.0,0.07,1169218.0,West Warwick,Rhode Island,2893.0,752.0,
85086.0,for_sale,335000.0,3.0,3.0,0.08,419682.0,Providence,Rhode Island,2905.0,1188.0,2003-07-22
78324.0,for_sale,399900.0,3.0,2.0,1.97,1604559.0,Killingly,Connecticut,6239.0,1792.0,
52607.0,for_sale,450000.0,4.0,2.0,0.5,1142003.0,Johnston,Rhode Island,2919.0,2644.0,1998-08-28
78958.0,for_sale,299900.0,3.0,2.0,0.23,387625.0,North Providence,Rhode Island,2911.0,1145.0,
15325.0,for_sale,284900.0,3.0,2.0,0.14,1668848.0,West Warwick,Rhode Island,2893.0,1396.0,2018-08-24
50681.0,for_sale,275000.0,2.0,1.0,0.16,436515.0,North Providence,Rhode Island,2904.0,1092.0,
76006.0,for_sale,259000.0,2.0,2.0,0.11,1653502.0,Pawtucket,Rhode Island,2861.0,1098.0,
85368.0,for_sale,479000.0,2.0,2.0,0.31,482209.0,Barrington,Rhode Island,2806.0,1239.0,1994-05-05
85655.0,for_sale,1375000.0,4.0,6.0,0.79,794658.0,East Greenwich,Rhode Island,2818.0,3550.0,
78166.0,for_sale,599900.0,3.0,2.0,0.46,1831405.0,Warwick,Rhode Island,2818.0,1400.0,
82022.0,for_sale,319000.0,4.0,2.0,0.07,823013.0,Pawtucket,Rhode Island,2860.0,3231.0,
83577.0,for_sale,410000.0,3.0,2.0,0.29,1312106.0,Johnston,Rhode Island,2919.0,1038.0,2019-08-30
44716.0,for_sale,359000.0,3.0,2.0,0.19,695030.0,Woonsocket,Rhode Island,2895.0,1700.0,2012-05-24
54304.0,for_sale,299000.0,3.0,1.0,0.1,98498.0,Cranston,Rhode Island,2920.0,936.0,2020-01-24
8883.0,for_sale,399000.0,10.0,2.0,0.11,342208.0,Providence,Rhode Island,2909.0,4713.0,2018-02-28
12404.0,for_sale,349900.0,2.0,1.0,0.17,1539631.0,Warwick,Rhode Island,2886.0,1404.0,
105333.0,for_sale,375000.0,4.0,2.0,0.1,384836.0,Johnston,Rhode Island,2919.0,3000.0,
79362.0,for_sale,289000.0,2.0,1.0,0.07,1052788.0,Cranston,Rhode Island,2910.0,960.0,2002-04-30
16216.0,for_sale,250000.0,2.0,3.0,0.1,1520515.0,Attleboro,Massachusetts,2703.0,1154.0,
20782.0,for_sale,289000.0,3.0,1.0,0.08,545234.0,Cranston,Rhode Island,2905.0,1296.0,
53317.0,for_sale,320000.0,4.0,2.0,0.08,1637487.0,Providence,Rhode Island,2904.0,2229.0,2010-09-22
53317.0,for_sale,284900.0,2.0,2.0,,765048.0,East Providence,Rhode Island,2916.0,1080.0,2019-04-12
83577.0,for_sale,375000.0,6.0,2.0,0.06,1260115.0,Providence,Rhode Island,2909.0,4671.0,2008-06-26
13907.0,for_sale,350000.0,3.0,2.0,0.08,1105457.0,Providence,Rhode Island,2909.0,1613.0,2021-12-20
19629.0,for_sale,329000.0,2.0,1.0,0.13,1794069.0,West Warwick,Rhode Island,2893.0,1014.0,
15852.0,for_sale,299000.0,3.0,2.0,0.09,1758786.0,Cranston,Rhode Island,2905.0,1344.0,1994-12-27
85368.0,for_sale,379000.0,2.0,2.0,,1565819.0,Providence,Rhode Island,2906.0,1250.0,2020-04-23
81672.0,for_sale,699900.0,3.0,2.0,0.1,956550.0,Warwick,Rhode Island,2886.0,1844.0,
52607.0,for_sale,849000.0,3.0,4.0,0.19,1308898.0,Providence,Rhode Island,2904.0,2941.0,2018-09-25
44908.0,for_sale,489000.0,4.0,2.0,0.23,600669.0,Middletown,Rhode Island,2842.0,1510.0,2012-05-10
109167.0,for_sale,425000.0,11.0,4.0,0.08,732913.0,Woonsocket,Rhode Island,2895.0,4453.0,
55038.0,for_sale,619900.0,3.0,3.0,2.1,1121524.0,Richmond,Rhode Island,2898.0,2212.0,
55038.0,for_sale,619900.0,3.0,3.0,2.03,1052839.0,Richmond,Rhode Island,2898.0,2212.0,
19716.0,for_sale,949900.0,5.0,3.0,0.35,986197.0,Bristol,Rhode Island,2809.0,3877.0,
78838.0,for_sale,1799900.0,5.0,5.0,0.4,794654.0,Cranston,Rhode Island,2905.0,3250.0,
68596.0,for_sale,1199000.0,5.0,4.0,0.53,821856.0,Middletown,Rhode Island,2842.0,3120.0,2019-11-27
63464.0,for_sale,679900.0,2.0,3.0,0.46,731479.0,Norfolk,Massachusetts,2056.0,1806.0,
57430.0,for_sale,1275000.0,12.0,6.0,0.06,1052611.0,Providence,Rhode Island,2906.0,4131.0,2017-12-12
52607.0,for_sale,287000.0,4.0,2.0,0.08,793414.0,Warwick,Rhode Island,2889.0,1663.0,
45068.0,for_sale,329900.0,2.0,2.0,0.38,1548009.0,Warwick,Rhode Island,2889.0,1260.0,2020-11-02
70991.0,for_sale,599000.0,3.0,3.0,2.95,1735861.0,Voluntown,Connecticut,6384.0,2000.0,2021-03-29
76006.0,for_sale,275000.0,3.0,2.0,0.07,1568485.0,East Providence,Rhode Island,2914.0,1225.0,2019-12-30
45068.0,for_sale,429900.0,6.0,2.0,0.18,1828411.0,Johnston,Rhode Island,2919.0,6240.0,2019-03-29
52607.0,for_sale,339900.0,9.0,3.0,0.1,1485911.0,Providence,Rhode Island,2907.0,4454.0,
99220.0,for_sale,315000.0,3.0,1.0,0.26,739358.0,East Providence,Rhode Island,2915.0,1000.0,
53317.0,for_sale,384900.0,4.0,2.0,0.23,1645631.0,Woonsocket,Rhode Island,2895.0,1836.0,2007-03-16
85655.0,for_sale,369000.0,3.0,2.0,0.77,1668252.0,Warwick,Rhode Island,2888.0,1102.0,
80158.0,for_sale,409000.0,7.0,4.0,0.11,1445062.0,Cranston,Rhode Island,2920.0,3710.0,
53317.0,for_sale,979000.0,5.0,4.0,1.31,847043.0,Lincoln,Rhode Island,2865.0,3082.0,2012-09-14
15852.0,for_sale,134900.0,1.0,1.0,,1166396.0,Warwick,Rhode Island,2886.0,299.0,2021-06-16
79750.0,for_sale,659900.0,3.0,4.0,0.3,694933.0,Warwick,Rhode Island,2889.0,2104.0,
79168.0,for_sale,569900.0,3.0,2.0,0.96,1499456.0,North Kingstown,Rhode Island,2852.0,1872.0,
81032.0,for_sale,1200000.0,3.0,1.0,7.73,700685.0,Cranston,Rhode Island,2831.0,1807.0,
36362.0,for_sale,575000.0,3.0,2.0,5.05,1532222.0,Attleboro,Massachusetts,2703.0,1672.0,2003-11-28
78576.0,for_sale,549999.0,5.0,2.0,3.62,1194069.0,South Kingstown,Rhode Island,2892.0,4918.0,
11325.0,for_sale,349900.0,3.0,1.0,0.25,1616463.0,Cumberland,Rhode Island,2864.0,1344.0,2000-07-31
66684.0,for_sale,450000.0,5.0,3.0,0.06,1450267.0,Cranston,Rhode Island,2920.0,3264.0,
16829.0,for_sale,4595000.0,6.0,6.0,1.04,771166.0,Weston,Massachusetts,2493.0,7412.0,2007-03-30
80750.0,for_sale,165000.0,2.0,2.0,,1072237.0,Sterling,Connecticut,6374.0,1232.0,2015-07-07
48254.0,for_sale,324900.0,4.0,2.0,0.36,330267.0,West Warwick,Rhode Island,2893.0,3796.0,2017-06-02
78723.0,for_sale,399900.0,6.0,3.0,0.44,1437202.0,Cumberland,Rhode Island,2864.0,2137.0,2021-11-12
78654.0,for_sale,379900.0,3.0,3.0,1.85,1775324.0,Sterling,Connecticut,6377.0,1820.0,2008-11-06
78309.0,for_sale,228500.0,2.0,2.0,,508501.0,Coventry,Rhode Island,2816.0,972.0,2020-08-24
66166.0,for_sale,499000.0,4.0,2.0,0.48,1499671.0,Cranston,Rhode Island,2921.0,1724.0,2007-02-08
84534.0,for_sale,255000.0,1.0,1.0,0.09,1383534.0,East Providence,Rhode Island,2915.0,1100.0,2016-07-08
79249.0,for_sale,539900.0,3.0,3.0,0.33,420068.0,Warwick,Rhode Island,2888.0,2080.0,
19682.0,for_sale,259900.0,2.0,1.0,0.11,1725139.0,Providence,Rhode Island,2908.0,1076.0,2021-11-19
35110.0,for_sale,289000.0,4.0,1.0,0.1,1751598.0,Cranston,Rhode Island,2910.0,1368.0,
79249.0,for_sale,299900.0,3.0,2.0,0.07,563668.0,Providence,Rhode Island,2908.0,3384.0,2017-02-28
85368.0,for_sale,869000.0,3.0,3.0,0.08,1757286.0,Providence,Rhode Island,2906.0,2512.0,2015-12-11
108039.0,for_sale,424900.0,4.0,2.0,0.44,1660527.0,Warwick,Rhode Island,2889.0,2208.0,
52660.0,for_sale,829900.0,4.0,3.0,0.68,1294952.0,Attleboro,Massachusetts,2703.0,3963.0,
20155.0,for_sale,2250000.0,5.0,5.0,2.87,1118530.0,Barrington,Rhode Island,2806.0,6349.0,2009-08-17
66684.0,for_sale,499900.0,5.0,3.0,0.11,983546.0,Providence,Rhode Island,2908.0,5623.0,
33714.0,for_sale,399900.0,4.0,3.0,0.2,905437.0,Attleboro,Massachusetts,2703.0,2000.0,
17188.0,for_sale,355000.0,3.0,2.0,0.16,793317.0,Cranston,Rhode Island,2910.0,1500.0,2019-12-02
62466.0,for_sale,289900.0,3.0,1.0,0.18,317129.0,East Providence,Rhode Island,2915.0,1008.0,
29495.0,for_sale,429000.0,3.0,1.0,0.37,1244445.0,Attleboro,Massachusetts,2703.0,1471.0,1997-09-02
63464.0,for_sale,699900.0,2.0,3.0,0.52,1757333.0,Norfolk,Massachusetts,2056.0,2163.0,
19624.0,for_sale,369000.0,6.0,2.0,0.11,517330.0,Providence,Rhode Island,2909.0,2816.0,2014-11-26
45068.0,for_sale,299000.0,4.0,2.0,0.03,1417495.0,Providence,Rhode Island,2908.0,2142.0,2020-04-27
85368.0,for_sale,520000.0,2.0,2.0,,523162.0,Providence,Rhode Island,2903.0,1490.0,
20155.0,for_sale,599000.0,3.0,3.0,0.23,596578.0,Barrington,Rhode Island,2806.0,1924.0,
66165.0,for_sale,385000.0,2.0,2.0,,1450735.0,Barrington,Rhode Island,2806.0,1102.0,
45068.0,for_sale,259900.0,2.0,2.0,0.09,321120.0,Providence,Rhode Island,2905.0,920.0,2001-01-17
70066.0,for_sale,84900.0,2.0,1.0,,180865.0,Attleboro,Massachusetts,2703.0,780.0,
78324.0,for_sale,315000.0,4.0,2.0,0.97,1354354.0,Killingly,Connecticut,6239.0,1748.0,1997-12-08
81672.0,for_sale,289000.0,3.0,2.0,0.14,1369256.0,Cranston,Rhode Island,2910.0,1446.0,2008-02-28
79168.0,for_sale,269900.0,2.0,2.0,,1223965.0,Cranston,Rhode Island,2921.0,1140.0,1988-12-23
108846.0,for_sale,289900.0,3.0,2.0,0.22,819529.0,North Providence,Rhode Island,2904.0,1176.0,
108039.0,for_sale,267000.0,2.0,2.0,,443572.0,Johnston,Rhode Island,2919.0,1168.0,2020-09-14
108039.0,for_sale,279900.0,3.0,2.0,0.11,1565020.0,West Warwick,Rhode Island,2893.0,1116.0,
78576.0,for_sale,349900.0,4.0,2.0,0.24,852745.0,Lincoln,Rhode Island,2865.0,1428.0,1992-06-29
85368.0,for_sale,389000.0,3.0,2.0,0.23,871122.0,Johnston,Rhode Island,2919.0,2052.0,2018-07-12
85368.0,for_sale,689000.0,3.0,3.0,,1273657.0,Providence,Rhode Island,2903.0,1629.0,2018-02-26
84534.0,for_sale,334000.0,2.0,1.0,2.65,226627.0,Scituate,Rhode Island,2857.0,980.0,2020-06-12
81672.0,for_sale,599000.0,3.0,3.0,0.55,388415.0,West Greenwich,Rhode Island,2817.0,2444.0,
79362.0,for_sale,829500.0,4.0,4.0,0.66,1447722.0,Cumberland,Rhode Island,2864.0,3493.0,
85368.0,for_sale,1149000.0,5.0,4.0,0.22,680634.0,Providence,Rhode Island,2906.0,3224.0,2014-06-02
85655.0,for_sale,474900.0,4.0,2.0,0.24,1732385.0,East Greenwich,Rhode Island,2818.0,1299.0,2016-08-22
80052.0,for_sale,275000.0,3.0,2.0,0.18,1314742.0,Warwick,Rhode Island,2889.0,3186.0,
66166.0,for_sale,299000.0,2.0,1.0,,263658.0,Providence,Rhode Island,2906.0,967.0,
51130.0,for_sale,429900.0,3.0,2.0,0.23,1808296.0,East Providence,Rhode Island,2915.0,1352.0,2018-07-31
108039.0,for_sale,375000.0,3.0,2.0,0.18,1521883.0,Cranston,Rhode Island,2920.0,1092.0,2006-06-22
66166.0,for_sale,449000.0,2.0,3.0,,1315692.0,Cumberland,Rhode Island,2864.0,1650.0,2005-12-01
74977.0,for_sale,365000.0,3.0,2.0,0.17,1053439.0,Cranston,Rhode Island,2920.0,1256.0,2013-01-11
22647.0,for_sale,415000.0,4.0,2.0,0.17,846732.0,Warwick,Rhode Island,2886.0,1803.0,
45068.0,for_sale,385900.0,6.0,3.0,0.12,1088187.0,Providence,Rhode Island,2908.0,3275.0,
29834.0,for_sale,425000.0,3.0,3.0,0.07,1288590.0,Providence,Rhode Island,2907.0,3106.0,2008-10-17
77550.0,for_sale,199900.0,3.0,2.0,1.55,778352.0,Rehoboth,Massachusetts,2769.0,1692.0,
66684.0,for_sale,349000.0,4.0,1.0,0.22,985544.0,Providence,Rhode Island,2904.0,2018.0,2009-12-04
15852.0,for_sale,325000.0,3.0,1.0,0.13,732141.0,Pawtucket,Rhode Island,2860.0,1100.0,
78958.0,for_sale,314900.0,3.0,3.0,0.11,186926.0,Providence,Rhode Island,2908.0,1954.0,
78838.0,for_sale,268000.0,2.0,2.0,0.09,1383377.0,Providence,Rhode Island,2907.0,1288.0,2004-05-28
81032.0,for_sale,188500.0,2.0,2.0,,955247.0,Providence,Rhode Island,2909.0,1012.0,2021-12-13
55677.0,for_sale,259000.0,2.0,1.0,0.17,1568740.0,Warwick,Rhode Island,2889.0,973.0,
80158.0,for_sale,285000.0,4.0,2.0,0.12,1667080.0,West Warwick,Rhode Island,2893.0,1604.0,
109914.0,for_sale,350000.0,3.0,3.0,0.11,991117.0,Pawtucket,Rhode Island,2861.0,1373.0,1989-01-27
45068.0,for_sale,379900.0,3.0,3.0,0.11,1105256.0,Providence,Rhode Island,2908.0,1500.0,
81672.0,for_sale,299900.0,3.0,1.0,0.11,130821.0,Warwick,Rhode Island,2889.0,1092.0,2019-05-17
82022.0,for_sale,1000000.0,2.0,2.0,0.28,118917.0,East Greenwich,Rhode Island,2818.0,1282.0,2020-08-12
35110.0,for_sale,289000.0,4.0,2.0,0.11,603360.0,North Providence,Rhode Island,2904.0,1482.0,2007-12-11
85368.0,for_sale,2895000.0,4.0,5.0,0.56,1353934.0,Cranston,Rhode Island,2905.0,5726.0,
53016.0,for_sale,459900.0,4.0,2.0,0.35,696154.0,North Attleboro,Massachusetts,2760.0,2022.0,
79077.0,for_sale,480000.0,9.0,3.0,0.06,596592.0,Central Falls,Rhode Island,2863.0,5060.0,2013-05-23
42179.0,for_sale,399900.0,3.0,2.0,0.18,307167.0,Cranston,Rhode Island,2920.0,1618.0,
11687.0,for_sale,669000.0,4.0,3.0,1.15,778609.0,East Greenwich,Rhode Island,2818.0,2560.0,2014-07-11
52607.0,for_sale,1200000.0,27.0,9.0,0.11,509023.0,Central Falls,Rhode Island,2863.0,10250.0,
66166.0,for_sale,879000.0,4.0,3.0,0.12,1099887.0,Providence,Rhode Island,2906.0,2600.0,2013-06-14
79168.0,for_sale,500000.0,5.0,2.0,0.29,321180.0,Attleboro,Massachusetts,2703.0,2200.0,2003-01-10
19715.0,for_sale,485000.0,3.0,2.0,0.26,1500107.0,Portsmouth,Rhode Island,2871.0,1056.0,2015-07-30
36599.0,for_sale,1299999.0,2.0,3.0,,11768.0,Providence,Rhode Island,2903.0,2356.0,
22795.0,for_sale,1149000.0,5.0,4.0,1.27,764072.0,Medfield,Massachusetts,2052.0,4105.0,2005-11-28
79077.0,for_sale,499000.0,6.0,3.0,0.14,1530913.0,Pawtucket,Rhode Island,2860.0,4138.0,2011-11-23
79362.0,for_sale,319900.0,3.0,2.0,0.19,112621.0,North Providence,Rhode Island,2911.0,1750.0,2004-11-01
53317.0,for_sale,300000.0,4.0,2.0,0.09,1169163.0,Pawtucket,Rhode Island,2861.0,3050.0,
8048.0,for_sale,325000.0,3.0,1.0,0.29,1531500.0,Warwick,Rhode Island,2818.0,1092.0,
19629.0,for_sale,749900.0,3.0,3.0,0.67,1223984.0,Barrington,Rhode Island,2806.0,2583.0,2021-05-10
54299.0,for_sale,499000.0,4.0,3.0,0.74,47361.0,Seekonk,Massachusetts,2771.0,1584.0,
14576.0,for_sale,225000.0,3.0,2.0,0.13,1427898.0,Warwick,Rhode Island,2889.0,1277.0,
32168.0,for_sale,359900.0,3.0,3.0,0.1,1739032.0,Providence,Rhode Island,2904.0,1544.0,2017-06-29
51130.0,for_sale,275000.0,2.0,2.0,0.14,1212946.0,West Warwick,Rhode Island,2893.0,952.0,2017-02-27
96880.0,for_sale,599900.0,4.0,3.0,0.25,1447862.0,Warwick,Rhode Island,2889.0,2300.0,
85368.0,for_sale,820000.0,4.0,3.0,0.35,915550.0,Barrington,Rhode Island,2806.0,2644.0,1997-11-28
82022.0,for_sale,570000.0,3.0,3.0,0.53,603044.0,North Kingstown,Rhode Island,2852.0,1731.0,2021-10-18
93728.0,for_sale,347500.0,3.0,2.0,0.1,1010305.0,Providence,Rhode Island,2908.0,1382.0,2017-07-17
79077.0,for_sale,249900.0,2.0,2.0,,1308174.0,Smithfield,Rhode Island,2828.0,1139.0,
80158.0,for_sale,359900.0,3.0,2.0,0.57,1072679.0,Coventry,Rhode Island,2816.0,1056.0,
85368.0,for_sale,299900.0,3.0,1.0,0.11,387544.0,Pawtucket,Rhode Island,2860.0,924.0,2018-01-19
58253.0,for_sale,349000.0,3.0,2.0,14.0,822448.0,North Attleboro,Massachusetts,2760.0,1545.0,2007-05-17
109914.0,for_sale,329900.0,5.0,2.0,0.32,98392.0,West Warwick,Rhode Island,2893.0,2135.0,
85368.0,for_sale,849000.0,4.0,2.0,1.06,1295654.0,Barrington,Rhode Island,2806.0,2412.0,
85655.0,for_sale,430000.0,4.0,2.0,0.23,1637990.0,West Warwick,Rhode Island,2893.0,1459.0,
83803.0,for_sale,424900.0,3.0,2.0,0.39,1312212.0,North Providence,Rhode Island,2904.0,1058.0,2009-07-07
2338.0,for_sale,779000.0,4.0,5.0,0.12,1228929.0,East Greenwich,Rhode Island,2818.0,1820.0,2018-07-27
63448.0,for_sale,709900.0,2.0,3.0,,1903652.0,Norfolk,Massachusetts,2056.0,2031.0,
9551.0,for_sale,260000.0,3.0,2.0,1.2,1568780.0,Hopkinton,Rhode Island,2832.0,1468.0,
85655.0,for_sale,249900.0,3.0,2.0,0.05,955484.0,Providence,Rhode Island,2905.0,1554.0,2008-06-30
85368.0,for_sale,379000.0,2.0,1.0,0.12,1383379.0,Barrington,Rhode Island,2806.0,970.0,2021-03-25
78958.0,for_sale,379000.0,6.0,3.0,0.05,112268.0,Providence,Rhode Island,2908.0,3421.0,
